time	ABCA3	AGER	NME3	RAGE	tbp	Vegf	ABCD1	hprt	ABCG2	HPGDS	INMT	ADAMTSL2	integrin subunit alpha 8	Lrp2	TTF-1	VIM	AMACR	ywhaz	CD38	Shisa3	Claudin 1	Claudin5	P-63	tfrc	E2F8	TGFB1	EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996)	FGF18	Igfbp3	ppia	EPHA7	Tnc	F13A1	FOXF2	Hist1h1b	Hist1h2ab	GATA-6	N-Cadherin(CDH2)	GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926)	hmbs	MMP-3	MMP7	Thy1	Kcnma1	MCPt4	SFTP-D	THTPA	MGAT4A	PRIM2	EGFR
16.0	7.907374999999999	12.25275	6.786781249999999	4.114	6.244199999999999	9.793708333333331	7.435874999999999	6.267250000000001	7.0603750000000005	4.734328125	11.4915	8.65275	8.296541666666666	6.755249999999999	5.7369375	9.250625	5.388625	8.549000000000001	8.19125	3.617	4.25375	10.282	8.64625	8.00571875	4.159	5.4670000000000005	6.297250000000001	5.6795	8.095104166666665	10.4378125	8.00325	7.966	4.50525	7.285	6.609	6.948249999999999	7.00625	6.9455	6.132750000000001	6.33425	4.82675	2.669	4.1935	4.611375	4.442625	10.46075	4.5571874999999995	5.247770833333334	6.07178125	6.297250000000001
17.0	8.178875	12.25275	6.9974687499999995	3.9162500000000007	6.13815	10.289291666666667	7.20825	6.367625	6.511375	4.940359375	11.74525	8.696	8.568125	6.466	6.449406250000001	9.3595625	5.7035	8.700333333333333	8.2115	4.19925	5.2455	10.456	8.77125	8.17609375	4.266875000000001	5.229875	6.010000000000001	5.7735	7.731291666666667	10.531875	8.019	7.8125	4.52975	7.748	6.8100000000000005	7.008500000000001	7.243	6.141500000000001	5.878	6.47725	4.581	2.26875	4.958	4.148	4.1445625	9.79625	4.38059375	5.6498333333333335	6.4665	6.010000000000001
18.0	8.292625000000001	12.381	6.981	4.097	6.1822	10.08925	7.1732499999999995	6.158750000000001	7.163624999999999	4.980468749999999	11.868	8.632624999999999	8.561291666666666	6.858750000000001	6.371968750000001	9.488875	5.316	8.561166666666667	8.1335	4.10925	5.5055000000000005	10.0595	8.8025	8.23078125	4.0495	5.09775	6.149	5.397749999999999	7.846187499999999	10.5879375	8.197625	7.25075	4.63125	7.23875	6.13325	6.4755	7.0995	6.922499999999999	6.37575	5.94325	4.5440000000000005	2.18425	5.0405	4.386	4.18784375	10.53125	4.47253125	5.541145833333333	6.34640625	6.149
19.0	8.036375	12.25275	7.056625	4.458	6.245375	10.20225	7.232	6.18675	6.698875	4.42371875	11.99625	8.1815	8.357083333333334	6.707999999999999	6.3717500000000005	9.3405625	5.563375000000001	8.636000000000001	8.298499999999999	3.6027500000000003	5.613	9.70375	8.908999999999999	8.153625	4.103375	5.188125	5.708499999999998	5.05575	7.893541666666667	10.4510625	8.211125	6.832	4.993250000000001	6.992750000000001	6.42325	6.5425	7.22625	6.77425	5.87625	6.13075	4.78075	2.38375	4.372999999999999	4.540875	4.565812500000001	10.688	4.54959375	5.905583333333333	6.368124999999999	5.708499999999998
20.0	8.199833333333332	12.381	6.9154583333333335	5.1113333333333335	5.815233333333333	9.828166666666666	7.307333333333333	6.220833333333333	7.326666666666666	4.4050625	11.868	8.176166666666667	8.51538888888889	7.283	6.460208333333334	9.292666666666667	5.091333333333333	8.390444444444443	7.497333333333334	3.689333333333334	5.1386666666666665	9.219	8.860333333333335	8.233208333333334	4.3135	5.2095	6.263333333333333	5.319333333333334	8.034083333333333	10.42025	7.921833333333334	7.203	5.036333333333332	6.816666666666666	5.971	6.409	7.221166666666667	6.571666666666666	5.527	6.156666666666666	4.618333333333333	2.421666666666667	4.539	4.3585	4.341666666666667	10.885	4.32375	5.576138888888889	6.301375	6.263333333333333
21.0	8.293625	12.381	6.891937500000001	4.095750000000001	6.16295	10.323458333333331	7.294	6.27525	7.2105	5.081546875000001	11.868	8.253	8.529541666666667	6.908	6.298343750000001	9.288875	4.976625	8.454333333333333	8.2515	3.0045	5.301	9.68125	8.744	8.18028125	4.5225	5.4515	5.838	5.02475	8.003583333333333	10.5688125	8.171	7.38525	5.016	7.270499999999999	6.1450000000000005	6.252750000000002	7.137875	6.70275	6.06925	6.00125	4.4725	2.4085	5.40175	4.602500000000001	4.151375	10.5375	4.5912500000000005	5.588583333333333	6.523499999999999	5.838
22.0	8.004625	12.381	7.104156250000001	4.173	5.938175000000001	9.833833333333333	7.1217500000000005	6.145875	7.0813749999999995	4.620203125	11.6745	7.916	8.460458333333333	6.88625	6.314125000000001	9.1043125	5.22475	8.476750000000001	7.93925	3.3985000000000003	5.291	9.507	9.02575	8.273843750000001	4.435	5.358875	6.424499999999999	5.438	7.927145833333334	10.60875	8.14025	7.417999999999999	5.41075	6.929499999999999	7.344749999999999	7.394500000000001	7.173500000000001	6.60375	6.00775	5.27725	4.06725	2.4335	5.29725	4.892875	4.3823125	10.609	4.94275	5.788854166666666	6.383031249999999	6.424499999999999
23.0	8.14625	12.381	6.7530625	3.7325	6.4220500000000005	10.424416666666666	7.284375	6.488625000000001	6.802125	4.817390625000001	11.868	7.965625	8.29275	7.356250000000001	6.112218749999999	9.277625	5.290875	8.327	8.118500000000001	4.38	4.8525	9.77925	8.75825	8.1155625	4.252	5.032375	5.858750000000001	5.5585	8.004249999999999	10.4323125	8.35225	7.100750000000001	5.3737499999999985	6.68975	6.11925	5.74775	6.990124999999999	6.3955	6.07925	5.98475	4.29075	3.1580000000000004	4.514	4.286	4.15840625	10.64925	4.54371875	5.790916666666666	6.375	5.858750000000001
24.0	8.384	12.381	6.9398125	4.4695	5.980925000000001	10.171583333333333	7.153124999999999	6.1903749999999995	6.928125	4.65396875	11.617	8.188375	8.50125	7.165	6.325093749999999	9.258	5.28	8.520000000000001	7.883999999999999	3.6375	5.3325	9.77875	8.97	8.357125	4.302875	5.3260000000000005	6.09625	5.549249999999999	7.696083333333333	10.3974375	7.94025	6.56175	5.1235	7.175750000000001	6.71125	6.79825	7.18475	6.03625	6.116750000000001	6.057	5.411	2.44275	4.8715	4.59675	3.873375	10.53225	4.5144375000000005	5.673375	6.3668125	6.09625
25.0	8.346375	12.381	6.8590937499999995	4.150500000000001	6.1979	10.405083333333332	7.178000000000001	6.300375000000001	7.001625000000001	4.831984374999999	11.868	7.998374999999999	8.466291666666667	7.283749999999999	6.18440625	9.3423125	5.4455	8.619166666666667	8.11575	3.713	4.76825	9.74575	8.89525	8.20303125	4.0785	5.1315	5.8445	5.492	7.791291666666667	10.4888125	8.17375	6.6425	5.1685	7.06475	6.780749999999999	6.87725	7.021375	6.26775	5.985	6.019499999999999	4.298500000000001	2.246	5.09475	4.62525	4.05546875	10.61275	4.634812500000001	5.504625000000001	6.4030000000000005	5.8445
26.0	8.29675	12.381	6.7486250000000005	4.38775	6.414975	10.331874999999998	7.064125000000001	6.148625	7.050625	4.718500000000001	11.617	8.329	8.361208333333334	7.7995	6.2873125000000005	9.5869375	5.080125	8.3965	7.588249999999999	4.047	5.337500000000001	9.30125	8.8785	8.18209375	4.1846250000000005	5.13	6.60125	4.86825	7.762645833333334	10.574875	8.0555	7.08925	4.6690000000000005	6.538	7.12175	7.433	6.8375	6.04	5.97075	5.862	5.263	2.455	5.33125	4.0515	4.35446875	10.93875	4.27828125	5.571020833333334	6.348781250000001	6.60125
